movieId,prefix,title,alt,title year,alt year,title duplicate,alt duplicate
3134,-,grand illusion,la grande illusion,grand illusion (1937),la grande illusion (1937),-,-
3135,the,great santini,-,great santini(1979),-,-,-
3147,the,green mile,-,green mile(1999),-,-,-
3152,the,last picture show,-,last picture show(1971),-,-,-
3160,-,magnolia,-,magnolia (1999),-,-,-
3182,-,"mr. death: the rise and fall of fred a. leuchter, jr.",-,"mr. death: the rise and fall of fred a. leuchter, jr. (1999)",-,-,-
3196,-,stalag 17,-,stalag 17 (1953),-,-,-
3198,-,papillon,-,papillon (1973),-,-,-
3200,the,last detail,-,last detail(1973),-,-,-
3201,-,five easy pieces,-,five easy pieces (1970),-,-,-
3224,-,woman in the dunes,suna no onna,woman in the dunes (1964),suna no onna (1964),-,-
3265,-,hard-boiled,lat sau san taam,hard-boiled (1992),lat sau san taam (1992),-,-
3275,the,boondock saints,-,boondock saints(2000),-,-,-
3306,the,circus,-,circus(1928),-,-,-
3307,-,city lights,-,city lights (1931),-,-,-
3310,the,kid,-,kid(1921),-,-,-
3329,-,the year my voice broke,-,the year my voice broke (1987),-,-,-
3334,-,key largo,-,key largo (1948),-,-,-
3338,-,for all mankind,-,for all mankind (1989),-,-,-
3341,-,born yesterday,-,born yesterday (1950),-,-,-
3347,-,never cry wolf,-,never cry wolf (1983),-,-,-
3350,a,raisin in the sun,-,raisin in the sun(1961),-,-,-
3359,-,breaking away,-,breaking away (1979),-,-,-
3360,-,hoosiers,best shot,hoosiers (1986),best shot (1986),-,-
3362,-,dog day afternoon,-,dog day afternoon (1975),-,-,-
3364,the,asphalt jungle,-,asphalt jungle(1950),-,-,-
3365,the,searchers,-,searchers(1956),-,-,-
3384,the,taking of pelham one two three,-,taking of pelham one two three(1974),-,-,-
3405,a,night to remember,-,night to remember(1958),-,-,-
3415,the,mirror,zerkalo,mirror(1975),zerkalo (1975),-,-
3424,-,do the right thing,-,do the right thing (1989),-,-,-
3429,-,creature comforts,-,creature comforts (1989),-,-,-
3435,-,double indemnity,-,double indemnity (1944),-,-,-
3451,-,guess who's coming to dinner,-,guess who's coming to dinner (1967),-,-,-
3456,the,color of paradise,rang-e khoda,color of paradise(1999),rang-e khoda (1999),-,-
3462,-,modern times,-,modern times (1936),-,-,-
3467,-,hud,-,hud (1963),-,-,-
3468,the,hustler,-,hustler(1961),-,-,-
3469,-,inherit the wind,-,inherit the wind (1960),-,-,-
3470,-,dersu uzala,-,dersu uzala (1975),-,-,-
3475,a,place in the sun,-,place in the sun(1951),-,-,-
3498,-,midnight express,-,midnight express (1978),-,-,-
3503,-,solaris,solyaris,solaris (1972),solyaris (1972),-,-
3504,-,network,-,network (1976),-,-,-
3507,the,odd couple,-,odd couple(1968),-,-,-
3508,the,outlaw josey wales,-,outlaw josey wales(1976),-,-,-
3521,-,mystery train,-,mystery train (1989),-,-,-
3543,-,diner,-,diner (1982),-,-,-
3545,-,cabaret,-,cabaret (1972),-,-,-
3548,-,auntie mame,-,auntie mame (1958),-,-,-
3551,-,marathon man,-,marathon man (1976),-,-,-
3578,-,gladiator,-,gladiator (2000),-,gladiator,-
3606,-,on the town,-,on the town (1949),-,-,-
3629,the,gold rush,-,gold rush(1925),-,-,-
3634,-,seven days in may,-,seven days in may (1964),-,-,-
3637,-,vagabond,sans toit ni loi,vagabond (1985),sans toit ni loi (1985),-,-
3645,-,cleo from 5 to 7,cléo de 5 à 7,cleo from 5 to 7 (1962),cléo de 5 à 7 (1962),-,-
3654,the,guns of navarone,-,guns of navarone(1961),-,-,-
3671,-,blazing saddles,-,blazing saddles (1974),-,-,-
3677,-,baraka,-,baraka (1992),-,-,-
3679,the,decline of western civilization,-,decline of western civilization(1981),-,-,-
3681,-,for a few dollars more,per qualche dollaro in più,for a few dollars more (1965),per qualche dollaro in più (1965),-,-
3683,-,blood simple,-,blood simple (1984),-,-,-
3730,the,conversation,-,conversation(1974),-,-,-
3735,-,serpico,-,serpico (1973),-,-,-
3736,-,ace in the hole,"big carnival, the",ace in the hole (1951),"big carnival, the (1951)",-,-
3739,-,trouble in paradise,-,trouble in paradise (1932),-,-,-
3741,-,badlands,-,badlands (1973),-,-,-
3742,-,battleship potemkin,-,battleship potemkin (1925),-,-,-
3787,-,shower,xizao,shower (1999),xizao (1999),-,-
3788,-,blow-up,blowup,blow-up (1966),blowup (1966),-,-
3789,the,pawnbroker,-,pawnbroker(1964),-,-,-
3801,-,anatomy of a murder,-,anatomy of a murder (1959),-,-,-
3808,-,two women,"ciociara, la",two women (1960),"ciociara, la (1960)",-,-
3811,-,breaker morant,-,breaker morant (1980),-,-,-
3814,-,love and death,-,love and death (1975),-,-,-
3816,the,official story,la historia oficial,official story(1985),la historia oficial (1985),-,-
3819,-,tampopo,-,tampopo (1985),-,-,-
3822,the,girl on the bridge,"fille sur le pont, la",girl on the bridge(1999),"fille sur le pont, la (1999)",-,-
3897,-,almost famous,-,almost famous (2000),-,-,-
3910,-,dancer in the dark,-,dancer in the dark (2000),-,-,-
3911,-,best in show,-,best in show (2000),-,-,-
3925,-,stranger than paradise,-,stranger than paradise (1984),-,-,-
3929,the,bank dick,-,bank dick(1940),-,-,-
3949,-,requiem for a dream,-,requiem for a dream (2000),-,-,-
3983,-,you can count on me,-,you can count on me (2000),-,-,-
3989,-,one day in september,-,one day in september (1999),-,-,-
3996,-,"crouching tiger, hidden dragon",wo hu cang long,"crouching tiger, hidden dragon (2000)",wo hu cang long (2000),-,-
4011,-,snatch,-,snatch (2000),-,-,-
4027,-,"o brother, where art thou?",-,"o brother, where art thou? (2000)",-,-,-
4037,-,house of games,-,house of games (1987),-,-,-
4095,-,cry freedom,-,cry freedom (1987),-,-,-
4103,-,empire of the sun,-,empire of the sun (1987),-,-,-
4117,-,hope and glory,-,hope and glory (1987),-,-,-
4144,-,in the mood for love,fa yeung nin wa,in the mood for love (2000),fa yeung nin wa (2000),-,-
4179,-,pixote,-,pixote (1981),-,-,-
4183,the,unbelievable truth,-,unbelievable truth(1989),-,-,-
4187,-,lilies of the field,-,lilies of the field (1963),-,-,-
4190,-,elmer gantry,-,elmer gantry (1960),-,-,-
4194,-,i know where i'm going!,-,i know where i'm going! (1945),-,-,-
4217,-,4 little girls,-,4 little girls (1997),-,-,-
4226,-,memento,-,memento (2000),-,-,-
4235,-,amores perros,love's a bitch,amores perros (2000),love's a bitch (2000),-,-
4262,-,scarface,-,scarface (1983),-,-,-
4263,-,days of wine and roses,-,days of wine and roses (1962),-,-,-
4298,-,rififi,du rififi chez les hommes,rififi (1955),du rififi chez les hommes (1955),-,-
4312,-,himalaya,himalaya - l'enfance d'un chef,himalaya (1999),himalaya - l'enfance d'un chef (1999),-,-
4325,the,night,"notte, la",night(1960),"notte, la (1960)",-,-
4326,-,mississippi burning,-,mississippi burning (1988),-,-,-
4327,the,magnificent seven,-,magnificent seven(1960),-,-,-
4329,-,rio bravo,-,rio bravo (1959),-,-,-
4334,-,yi yi,-,yi yi (2000),-,-,-
4338,-,twelve o'clock high,-,twelve o'clock high (1949),-,-,-
4395,-,big deal on madonna street,i soliti ignoti,big deal on madonna street (1958),i soliti ignoti (1958),-,-
4406,the,man who shot liberty valance,-,man who shot liberty valance(1962),-,-,-
4419,-,all that heaven allows,-,all that heaven allows (1955),-,-,-
4422,-,cries and whispers,viskningar och rop,cries and whispers (1972),viskningar och rop (1972),-,-
4424,the,garden of the finzi-continis,"giardino dei finzi-contini, il",garden of the finzi-continis(1970),"giardino dei finzi-contini, il (1970)",-,-
4426,-,kiss me deadly,-,kiss me deadly (1955),-,-,-
4427,the,lion in winter,-,lion in winter(1968),-,-,-
4432,-,sweet smell of success,-,sweet smell of success (1957),-,-,-
4458,-,africa: the serengeti,-,africa: the serengeti (1994),-,-,-
4546,the,vanishing,spoorloos,vanishing(1988),spoorloos (1988),-,-
4741,-,together,tillsammans,together (2000),tillsammans (2000),-,-
4769,-,into the arms of strangers: stories of the kindertransport,-,into the arms of strangers: stories of the kindertransport (2000),-,-,-
4783,the,endurance: shackleton's legendary antarctic expedition,-,endurance: shackleton's legendary antarctic expedition(2000),-,-,-
4788,-,moscow does not believe in tears,moskva slezam ne verit,moscow does not believe in tears (1979),moskva slezam ne verit (1979),-,-
4801,the,little foxes,-,little foxes(1941),-,-,-
4806,the,shop on main street,obchod na korze,shop on main street(1965),obchod na korze (1965),-,-
4848,-,mulholland drive,-,mulholland drive (2001),-,-,-
4857,-,fiddler on the roof,-,fiddler on the roof (1971),-,-,-
4873,-,waking life,-,waking life (2001),-,-,-
4878,-,donnie darko,-,donnie darko (2001),-,-,-
4886,-,"monsters, inc.",-,"monsters, inc. (2001)",-,-,-
4914,-,breathless,à bout de souffle,breathless (1960),à bout de souffle (1960),-,-
4920,-,"now, voyager",-,"now, voyager (1942)",-,-,-
4928,-,that obscure object of desire,cet obscur objet du désir,that obscure object of desire (1977),cet obscur objet du désir (1977),-,-
4963,-,ocean's eleven,-,ocean's eleven (2001),-,-,-
4967,-,no man's land,-,no man's land (2001),-,-,-
4969,-,and then there were none,-,and then there were none (1945),-,-,-
4970,the,blue angel,"blaue engel, der",blue angel(1930),"blaue engel, der (1930)",-,-
4973,-,amelie,"fabuleux destin d'amélie poulain, le",amelie (2001),"fabuleux destin d'amélie poulain, le (2001)",-,-
4993,the,lord of the rings: the fellowship of the ring,-,lord of the rings: the fellowship of the ring(2001),-,-,-
4995,a,beautiful mind,-,beautiful mind(2001),-,-,-
4999,-,dodsworth,-,dodsworth (1936),-,-,-
5008,-,witness for the prosecution,-,witness for the prosecution (1957),-,-,-
5017,the,big heat,-,big heat(1953),-,-,-
5022,the,servant,-,servant(1963),-,-,-
5056,the,enigma of kaspar hauser,"mystery of kaspar hauser, the",enigma of kaspar hauser(1974),"mystery of kaspar hauser, the (1974)",-,-
5059,-,little dieter needs to fly,-,little dieter needs to fly (1997),-,-,-
5060,-,m*a*s*h,mash,m*a*s*h (1970),mash (1970),-,-
5062,-,seconds,-,seconds (1966),-,-,-
5114,the,bad and the beautiful,-,bad and the beautiful(1952),-,-,-
5119,-,saturday night and sunday morning,-,saturday night and sunday morning (1960),-,-,-
5120,-,sleuth,-,sleuth (1972),-,-,-
5121,-,stroszek,-,stroszek (1977),-,-,-
5135,-,monsoon wedding,-,monsoon wedding (2001),-,-,-
5137,-,scratch,-,scratch (2001),-,-,-
5147,-,wild strawberries,smultronstället,wild strawberries (1957),smultronstället (1957),-,-
5177,the,magnificent ambersons,-,magnificent ambersons(1942),-,-,-
5224,-,promises,-,promises (2001),-,-,-
5225,-,and your mother too,y tu mamá también,and your mother too (2001),y tu mamá también (2001),-,-
5288,the,atomic cafe,-,atomic cafe(1982),-,-,-
5291,-,rashomon,rashômon,rashomon (1950),rashômon (1950),-,-
5304,-,"rome, open city",open city,"rome, open city (1945)",open city (1945),-,-
5319,-,nine queens,nueve reinas,nine queens (2000),nueve reinas (2000),-,-
5339,-,husbands and wives,-,husbands and wives (1992),-,-,-
5368,-,ballad of a soldier,ballada o soldate,ballad of a soldier (1959),ballada o soldate (1959),-,-
5373,the,cranes are flying,letyat zhuravli,cranes are flying(1957),letyat zhuravli (1957),-,-
5385,the,last waltz,-,last waltz(1978),-,-,-
5398,-,requiem for a heavyweight,-,requiem for a heavyweight (1962),-,-,-
5417,the,fast runner,atanarjuat,fast runner(2001),atanarjuat (2001),-,-
5418,the,bourne identity,-,bourne identity(2002),-,-,-
5446,-,rabbit-proof fence,-,rabbit-proof fence (2002),-,-,-
5470,-,the importance of being earnest,-,the importance of being earnest (1952),-,-,-
5475,-,z,-,z (1969),-,-,-
5498,-,red beard,akahige,red beard (1965),akahige (1965),-,-
5515,-,songs from the second floor,sånger från andra våningen,songs from the second floor (2000),sånger från andra våningen (2000),-,-
5525,-,mostly martha,bella martha,mostly martha (2001),bella martha (2001),-,-
5603,the,lavender hill mob,-,lavender hill mob(1951),-,-,-
5607,-,son of the bride,"hijo de la novia, el",son of the bride (2001),"hijo de la novia, el (2001)",-,-
5608,-,das experiment,"experiment, the",das experiment (2001),"experiment, the (2001)",-,-
5618,-,spirited away,sen to chihiro no kamikakushi,spirited away (2001),sen to chihiro no kamikakushi (2001),-,-
5644,the,pride of the yankees,-,pride of the yankees(1942),-,-,-
5690,-,grave of the fireflies,hotaru no haka,grave of the fireflies (1988),hotaru no haka (1988),-,-
5747,-,gallipoli,-,gallipoli (1981),-,-,-
5772,-,my dinner with andré,-,my dinner with andré (1981),-,-,-
5782,the,professional,le professionnel,professional(1981),le professionnel (1981),-,-
5820,-,standing in the shadows of motown,-,standing in the shadows of motown (2002),-,-,-
5825,the,life and death of colonel blimp,-,life and death of colonel blimp(1943),-,-,-
5839,-,my father's glory,la gloire de mon père,my father's glory (1990),la gloire de mon père (1990),-,-
5840,-,my mother's castle,"château de ma mère, le",my mother's castle (1990),"château de ma mère, le (1990)",-,-
5878,-,talk to her,hable con ella,talk to her (2002),hable con ella (2002),-,-
5888,-,brother,brat,brother (1997),brat (1997),-,-
5890,-,elling,-,elling (2001),-,-,-
5899,-,zulu,-,zulu (1964),-,-,-
5902,-,adaptation,-,adaptation (2002),-,-,-
5912,-,hit the bank,vabank,hit the bank (1981),vabank (1981),-,-
5932,-,burden of dreams,-,burden of dreams (1982),-,-,-
5952,the,lord of the rings: the two towers,-,lord of the rings: the two towers(2002),-,-,-
5954,-,25th hour,-,25th hour (2002),-,-,-
5971,-,my neighbor totoro,tonari no totoro,my neighbor totoro (1988),tonari no totoro (1988),-,-
5989,-,catch me if you can,-,catch me if you can (2002),-,-,-
5995,the,pianist,-,pianist(2002),-,-,-
6001,the,king of comedy,-,king of comedy(1983),-,-,-
6016,-,city of god,cidade de deus,city of god (2002),cidade de deus (2002),-,-
6023,-,band of outsiders,bande à part,band of outsiders (1964),bande à part (1964),-,-
6104,-,monty python live at the hollywood bowl,-,monty python live at the hollywood bowl (1982),-,-,-
6122,-,richard pryor live on the sunset strip,-,richard pryor live on the sunset strip (1982),-,-,-
6123,-,sunless,sans soleil,sunless (1983),sans soleil (1983),-,-
6126,-,veronika voss,"sehnsucht der veronika voss, die",veronika voss (1982),"sehnsucht der veronika voss, die (1982)",-,-
6178,a,patch of blue,-,patch of blue(1965),-,-,-
6216,-,nowhere in africa,nirgendwo in afrika,nowhere in africa (2001),nirgendwo in afrika (2001),-,-
6235,-,europa europa,hitlerjunge salomon,europa europa (1990),hitlerjunge salomon (1990),-,-
6244,-,salaam bombay!,-,salaam bombay! (1988),-,-,-
6254,the,awful truth,-,awful truth(1937),-,-,-
6269,-,stevie,-,stevie (2002),-,-,-
6270,-,akira kurosawa's dreams,dreams,akira kurosawa's dreams (1990),dreams (1990),-,-
6271,-,day for night,la nuit américaine,day for night (1973),la nuit américaine (1973),-,-
6273,-,in a lonely place,-,in a lonely place (1950),-,-,-
6283,-,cowboy bebop: the movie,cowboy bebop: tengoku no tobira,cowboy bebop: the movie (2001),cowboy bebop: tengoku no tobira (2001),-,-
6286,the,man without a past,mies vailla menneisyyttä,man without a past(2002),mies vailla menneisyyttä (2002),-,-
6291,-,lilya 4-ever,lilja 4-ever,lilya 4-ever (2002),lilja 4-ever (2002),-,-
6299,-,winged migration,"peuple migrateur, le",winged migration (2001),"peuple migrateur, le (2001)",-,-
6306,-,i am trying to break your heart,-,i am trying to break your heart (2002),-,-,-
6331,-,spellbound,-,spellbound (2002),-,spellbound,-
6350,-,laputa: castle in the sky,tenkû no shiro rapyuta,laputa: castle in the sky (1986),tenkû no shiro rapyuta (1986),-,-
6375,-,gigantic,a tale of two johns,gigantic (2002),a tale of two johns (2002),-,-
6377,-,finding nemo,-,finding nemo (2003),-,-,-
6380,-,capturing the friedmans,-,capturing the friedmans (2003),-,-,-
6385,-,whale rider,-,whale rider (2002),-,-,-
6400,-,murder on a sunday morning,un coupable idéal,murder on a sunday morning (2001),un coupable idéal (2001),-,-
6433,the,man with the movie camera,chelovek s kino-apparatom,man with the movie camera(1929),chelovek s kino-apparatom (1929),-,-
6440,-,barton fink,-,barton fink (1991),-,-,-
6460,the,trial,"procès, le",trial(1962),"procès, le (1962)",-,-
6461,the,unforgiven,-,unforgiven(1960),-,unforgiven,-
6467,-,quai des orfèvres,jenny lamour,quai des orfèvres (1947),jenny lamour (1947),-,-
6509,-,ali: fear eats the soul,angst essen seele auf,ali: fear eats the soul (1974),angst essen seele auf (1974),-,-
6530,the,tenant,"locataire, le",tenant(1976),"locataire, le (1976)",-,-
6542,the,cuckoo,kukushka,cuckoo(2002),kukushka (2002),-,-
6579,-,"one, two, three",-,"one, two, three (1961)",-,-,-
6611,-,umberto d.,-,umberto d. (1952),-,-,-
6612,-,brother's keeper,-,brother's keeper (1992),-,-,-
6639,-,wait until dark,-,wait until dark (1967),-,-,-
6643,-,tokyo story,tôkyô monogatari,tokyo story (1953),tôkyô monogatari (1953),-,-
6644,the,green ray,"rayon vert, le",green ray(1986),"rayon vert, le (1986)",-,-
6650,-,kind hearts and coronets,-,kind hearts and coronets (1949),-,-,-
6660,the,red shoes,-,red shoes(1948),-,-,-
6666,the,discreet charm of the bourgeoisie,"charme discret de la bourgeoisie, le",discreet charm of the bourgeoisie(1972),"charme discret de la bourgeoisie, le (1972)",-,-
6667,-,waco: the rules of engagement,-,waco: the rules of engagement (1997),-,-,-
6668,the,road home,wo de fu qin mu qin,road home(1999),wo de fu qin mu qin (1999),-,-
6669,-,ikiru,-,ikiru (1952),-,-,-
6672,-,war photographer,-,war photographer (2001),-,-,-
6713,-,millennium actress,sennen joyû,millennium actress (2001),sennen joyû (2001),-,-
6724,-,paper moon,-,paper moon (1973),-,-,-
6772,-,to be and to have,être et avoir,to be and to have (2002),être et avoir (2002),-,-
6773,the,triplets of belleville,les triplettes de belleville,triplets of belleville(2003),les triplettes de belleville (2003),-,-
6776,-,lagaan: once upon a time in india,-,lagaan: once upon a time in india (2001),-,-,-
6777,-,judgment at nuremberg,-,judgment at nuremberg (1961),-,-,-
6780,a,brief history of time,-,brief history of time(1991),-,-,-
6783,the,rules of the game,la règle du jeu,rules of the game(1939),la règle du jeu (1939),-,-
6787,-,all the president's men,-,all the president's men (1976),-,-,-
6791,-,babette's feast,babettes gæstebud,babette's feast (1987),babettes gæstebud (1987),-,-
6807,-,monty python's the meaning of life,-,monty python's the meaning of life (1983),-,-,-
6808,-,where eagles dare,-,where eagles dare (1968),-,-,-
6818,-,come and see,idi i smotri,come and see (1985),idi i smotri (1985),-,-
6852,-,in cold blood,-,in cold blood (1967),-,-,-
6858,-,knife in the water,nóz w wodzie,knife in the water (1962),nóz w wodzie (1962),-,-
6867,the,station agent,-,station agent(2003),-,-,-
6869,-,bus 174,ônibus 174,bus 174 (2002),ônibus 174 (2002),-,-
6870,-,mystic river,-,mystic river (2003),-,-,-
6874,-,kill bill: vol. 1,-,kill bill: vol. 1 (2003),-,-,-
6896,-,shoah,-,shoah (1985),-,-,-
6902,-,interstate 60,-,interstate 60 (2002),-,-,-
6918,the,unvanquished,aparajito,unvanquished(1957),aparajito (1957),-,-
6920,-,"cercle rouge, le","red circle, the","cercle rouge, le (1970)","red circle, the (1970)",-,-
6935,the,revolution will not be televised,chavez: inside the coup,revolution will not be televised(2003),chavez: inside the coup (2003),-,-
6939,-,gloomy sunday,ein lied von liebe und tod,gloomy sunday (1999),ein lied von liebe und tod (1999),-,-
6945,-,my architect: a son's journey,-,my architect: a son's journey (2003),-,-,-
6954,the,barbarian invasions,les invasions barbares,barbarian invasions(2003),les invasions barbares (2003),-,-
6970,-,desk set,-,desk set (1957),-,-,-
6981,-,ordet,"word, the",ordet (1955),"word, the (1955)",-,-
6982,-,forbidden games,jeux interdits,forbidden games (1952),jeux interdits (1952),-,-
6985,the,passion of joan of arc,"passion de jeanne d'arc, la",passion of joan of arc(1928),"passion de jeanne d'arc, la (1928)",-,-
6987,the,cabinet of dr. caligari,"cabinet des dr. caligari., das",cabinet of dr. caligari(1920),"cabinet des dr. caligari., das (1920)",-,-
6993,-,hannah and her sisters,-,hannah and her sisters (1986),-,-,-
7013,the,night of the hunter,-,night of the hunter(1955),-,-,-
7023,the,wedding banquet,xi yan,wedding banquet(1993),xi yan (1993),-,-
7034,-,show me love,fucking åmål,show me love (1998),fucking åmål (1998),-,-
7043,-,vivre sa vie: film en douze tableaux,my life to live,vivre sa vie: film en douze tableaux (1962),my life to live (1962),-,-
7055,-,swing time,-,swing time (1936),-,-,-
7063,-,aguirre: the wrath of god,"aguirre, der zorn gottes",aguirre: the wrath of god (1972),"aguirre, der zorn gottes (1972)",-,-
7064,-,beauty and the beast,la belle et la bête,beauty and the beast (1946),la belle et la bête (1946),-,-
7067,-,juliet of the spirits,giulietta degli spiriti,juliet of the spirits (1965),giulietta degli spiriti (1965),-,-
7068,-,last year at marienbad,l'année dernière à marienbad,last year at marienbad (1961),l'année dernière à marienbad (1961),-,-
7070,-,red river,-,red river (1948),-,-,-
7071,a,woman under the influence,-,woman under the influence(1974),-,-,-
7072,-,stagecoach,-,stagecoach (1939),-,-,-
7073,a,shot in the dark,-,shot in the dark(1964),-,-,-
7075,the,court jester,-,court jester(1956),-,-,-
7084,-,"play it again, sam",-,"play it again, sam (1972)",-,-,-
7086,-,pygmalion,-,pygmalion (1938),-,-,-
7088,-,black orpheus,orfeu negro,black orpheus (1959),orfeu negro (1959),-,-
7089,-,amarcord,-,amarcord (1973),-,-,-
7090,-,hero,ying xiong,hero (2002),ying xiong (2002),-,-
7091,-,horse feathers,-,horse feathers (1932),-,-,-
7096,-,rivers and tides,-,rivers and tides (2001),-,-,-
7099,-,nausicaä of the valley of the wind,kaze no tani no naushika,nausicaä of the valley of the wind (1984),kaze no tani no naushika (1984),-,-
7116,-,diabolique,les diaboliques,diabolique (1955),les diaboliques (1955),-,-
7121,-,adam's rib,-,adam's rib (1949),-,-,-
7122,-,king of hearts,-,king of hearts (1966),-,-,-
7132,a,night at the opera,-,night at the opera(1935),-,-,-
7135,-,shoot the piano player,tirez sur le pianiste,shoot the piano player (1960),tirez sur le pianiste (1960),-,-
7136,-,stolen kisses,baisers volés,stolen kisses (1968),baisers volés (1968),-,-
7139,-,in america,-,in america (2002),-,-,-
7153,the,lord of the rings: the return of the king,-,lord of the rings: the return of the king(2003),-,-,-
7156,the,fog of war: eleven lessons from the life of robert s. mcnamara,-,fog of war: eleven lessons from the life of robert s. mcnamara(2003),-,-,-
7206,-,mon oncle,my uncle,mon oncle (1958),my uncle (1958),-,-
7210,-,my darling clementine,-,my darling clementine (1946),-,-,-
7215,-,to have and have not,-,to have and have not (1944),-,-,-
7218,the,ox-bow incident,-,ox-bow incident(1943),-,-,-
7234,-,"strada, la",-,"strada, la (1954)",-,-,-
7238,-,ashes and diamonds,popiól i diament,ashes and diamonds (1958),popiól i diament (1958),-,-
7241,-,kanal,-,kanal (1957),-,-,-
7256,-,touching the void,-,touching the void (2003),-,-,-
7301,-,diary of a country priest,journal d'un curé de campagne,diary of a country priest (1951),journal d'un curé de campagne (1951),-,-
7311,-,"goodbye, mr. chips",-,"goodbye, mr. chips (1939)",-,-,-
7323,-,"good bye, lenin!",-,"good bye, lenin! (2003)",-,-,-
7327,-,persona,-,persona (1966),-,-,-
7333,-,"corbeau, le","raven, the","corbeau, le (1943)","raven, the (1943)",-,-
7335,-,pickup on south street,-,pickup on south street (1953),-,-,-
7361,-,eternal sunshine of the spotless mind,-,eternal sunshine of the spotless mind (2004),-,-,-
7371,-,dogville,-,dogville (2003),-,-,-
7396,-,scenes from a marriage,scener ur ett äktenskap,scenes from a marriage (1973),scener ur ett äktenskap (1973),-,-
7419,-,after hours,-,after hours (1985),-,-,-
7438,-,kill bill: vol. 2,-,kill bill: vol. 2 (2004),-,-,-
7445,-,man on fire,-,man on fire (2004),-,-,-
7478,-,swimming to cambodia,-,swimming to cambodia (1987),-,-,-
7484,-,gimme shelter,-,gimme shelter (1970),-,-,-
7485,-,good morning,ohayô,good morning (1959),ohayô (1959),-,-
7486,-,happy together,buenos aires affair,happy together (1997),buenos aires affair (1997),-,-
7489,the,nasty girl,"schreckliche mädchen, das",nasty girl(1990),"schreckliche mädchen, das (1990)",-,-
7493,the,three faces of eve,-,three faces of eve(1957),-,-,-
7505,the,kingdom,riget,kingdom(1994),riget (1994),-,-
7560,-,fail-safe,-,fail-safe (1964),-,-,-
7564,-,kwaidan,kaidan,kwaidan (1964),kaidan (1964),-,-
7566,-,28 up,-,28 up (1985),-,-,-
7572,-,wit,-,wit (2001),-,-,-
7584,-,woman of the year,-,woman of the year (1942),-,-,-
7587,-,"samouraï, le","godson, the","samouraï, le (1967)","godson, the (1967)",-,-
7619,the,miracle worker,-,miracle worker(1962),-,-,-
7669,-,pride and prejudice,-,pride and prejudice (1995),-,-,-
7700,the,wages of fear,"salaire de la peur, le",wages of fear(1953),"salaire de la peur, le (1953)",-,-
7706,-,animal crackers,-,animal crackers (1930),-,-,-
7748,-,pierrot le fou,-,pierrot le fou (1965),-,-,-
7759,-,nostalghia,-,nostalghia (1983),-,-,-
7766,-,throne of blood,kumonosu jô,throne of blood (1957),kumonosu jô (1957),-,-
7767,the,best of youth,la meglio gioventù,best of youth(2003),la meglio gioventù (2003),-,-
7786,-,genghis blues,-,genghis blues (1999),-,-,-
7820,the,virgin spring,jungfrukällan,virgin spring(1960),jungfrukällan (1960),-,-
7831,-,another thin man,-,another thin man (1939),-,-,-
7832,the,thin man goes home,-,thin man goes home(1945),-,-,-
7833,-,shadow of the thin man,-,shadow of the thin man (1941),-,-,-
7834,-,after the thin man,-,after the thin man (1936),-,-,-
7836,-,woodstock,-,woodstock (1970),-,-,-
7919,-,drunken angel,yoidore tenshi,drunken angel (1948),yoidore tenshi (1948),-,-
7924,-,stray dog,nora inu,stray dog (1949),nora inu (1949),-,-
7925,the,hidden fortress,kakushi-toride no san-akunin,hidden fortress(1958),kakushi-toride no san-akunin (1958),-,-
7926,-,high and low,tengoku to jigoku,high and low (1963),tengoku to jigoku (1963),-,-
7932,-,dark days,-,dark days (2000),-,-,-
7936,-,shame,skammen,shame (1968),skammen (1968),-,-
7937,the,silence,tystnaden,silence(1963),tystnaden (1963),-,-
7938,-,winter light,nattvardsgästerna,winter light (1963),nattvardsgästerna (1963),-,-
7939,-,through a glass darkly,såsom i en spegel,through a glass darkly (1961),såsom i en spegel (1961),-,-
7941,-,smiles of a summer night,sommarnattens leende,smiles of a summer night (1955),sommarnattens leende (1955),-,-
7943,the,killers,-,killers(1946),-,-,-
7979,-,monterey pop,-,monterey pop (1968),-,-,-
7981,-,infernal affairs,mou gaan dou,infernal affairs (2002),mou gaan dou (2002),-,-
8011,the,weather underground,-,weather underground(2002),-,-,-
8012,-,kikujiro,kikujirô no natsu,kikujiro (1999),kikujirô no natsu (1999),-,-
8014,-,"spring, summer, fall, winter... and spring",bom yeoreum gaeul gyeoul geurigo bom,"spring, summer, fall, winter... and spring (2003)",bom yeoreum gaeul gyeoul geurigo bom (2003),-,-
8033,-,how to steal a million,-,how to steal a million (1966),-,-,-
8044,-,i am a fugitive from a chain gang,-,i am a fugitive from a chain gang (1932),-,-,-
8094,-,bad day at black rock,-,bad day at black rock (1955),-,-,-
8125,-,sunrise: a song of two humans,-,sunrise: a song of two humans (1927),-,-,-
8128,-,au revoir les enfants,-,au revoir les enfants (1987),-,-,-
8132,-,gladiator,-,gladiator (1992),-,gladiator,-
8154,-,"dolce vita, la",-,"dolce vita, la (1960)",-,-,-
8167,-,captain blood,-,captain blood (1935),-,-,-
8188,-,sansho the bailiff,sanshô dayû,sansho the bailiff (1954),sanshô dayû (1954),-,-
8195,-,"avventura, l'","adventure, the","avventura, l' (1960)","adventure, the (1960)",-,-
8197,-,hiroshima mon amour,-,hiroshima mon amour (1959),-,-,-
